Country_x,Country Code,Sex_x,Year_x,htn,treat,control,diagn,untreatedstage2HTN,Country_y,Income,pop,pop_tot,Indicator_b,Country_b,Year_b,GeoRegion_b,nurse,Indicator_c,Country_c,Year_c,GeoRegion_c,pharma,Indicator_d,Country_d,Year_d,GeoRegion_d,chws_n,Indicator_a,Country_a,Year_a,phy,chws,hw,treatn,controln,diagng,htn2,n_phy,b_phy,pop_htn,pop_htn_visit1,pop_htn_visit2,pop_htn_visit3,phy_s1,phy_s2,phy_s1_i1,phy_s2_i2,phy_s1_c,phy_s2_c,gaps_hf_base_s1,gaps_hf_base_s2,gaps_hf_base_s1_i1,gaps_hf_base_s2_i2,gaps_hf_base_s1_c,gaps_hf_base_s2_c,gaps_hf_6_s1,gaps_hf_6_s2,gaps_hf_3_s1,gaps_hf_3_s2,gaps_hf_6_s1_i1,gaps_hf_6_s2_i2,gaps_hf_3_s1_i1,gaps_hf_3_s2_i2,gaps_hf_6_s1_c,gaps_hf_6_s2_c,gaps_hf_3_s1_c,gaps_hf_3_s2_c,gaps_cat4_base_s1_c
Hungary,HUN,Men,2019,48.3914344,53.07785285,23.2580126,61.5200043,12.2422188,Hungary,High income,7100000,9700000,"Nursing and midwifery personnel (per 10,000)",Hungary,2021.0,Europe,55.06,"Pharmacists  (per 10,000)",Hungary,2021.0,Europe,8.14,Community Health Workers (number),Hungary,2019.0,Europe,5335.0,Physician per 1000,Hungary,2021.0,32.91,5.5,101.61,25.68513434283628,11.254885910072735,29.77041252371168,37.136548489927264,68.7,101.61,3435791.8424,41229502.1088,20614751.0544,10307375.5272,9346440.0,4673220.0,19510800.0,9755400.0,28857240.000000007,14428620.000000004,31883062.1088,36556282.1088,21718702.1088,31474102.1088,12372262.108799994,26800882.1088,11268311.0544,15941531.0544,960935.5272000004,5634155.5272,1103951.0544000007,10859351.0544,-9203424.4728,551975.5272000004,-8242488.945600007,6186131.054399997,-18549864.47280001,-4121244.4728000034,4
Iceland,ISL,Men,2019,27.53910395,71.38673045,51.93224735,82.42840199999999,6.24992625,Iceland,High income,290000,390000,"Nursing and midwifery personnel (per 10,000)",Iceland,2022.0,Europe,159.5,"Pharmacists  (per 10,000)",Iceland,2022.0,Europe,11.16,,,,,,Physician per 1000,Iceland,2019.0,38.91,0.0,209.57,19.6592659051318,14.301675581287618,22.700043311103872,13.23742836871238,170.66,209.57,79863.401455,958360.81746,479180.40873,239590.204365,451356.0,225678.0,1979656.0000000005,989828.0000000002,2431012.0,1215506.0,507004.8174600001,732682.81746,-1021295.1825400004,-31467.182540000184,-1472651.18254,-257145.18253999995,27824.408730000083,253502.40873000005,-211765.795635,13912.20436500004,-1500475.5912700004,-510647.5912700002,-1740065.7956350003,-750237.7956350002,-1951831.59127,-736325.59127,-2191421.795635,-975915.795635,1
India,IND,Men,2019,31.04755585,30.11656925,14.91574805,36.68372915,20.2668159,India,Lower middle income,1040000000,1428000000,"Nursing and midwifery personnel (per 10,000)",India,2020.0,South-East Asia,17.28,"Pharmacists  (per 10,000)",India,2020.0,South-East Asia,8.6,Community Health Workers (number),India,2020.0,South-East Asia,1097609.0,Physician per 1000,India,2020.0,7.27,7.686337535014005,40.836337535014,9.350458657997676,4.630975206269036,11.38940129570898,26.416580643730967,33.56633753501401,40.836337535014,322894580.84000003,3874734970.08,1937367485.04,968683742.52,302432000.0,151216000.0,1396359641.4565828,698179820.7282914,1698791641.456583,849395820.7282915,3572302970.0800004,3723518970.08,2478375328.623418,3176555149.351709,2175943328.6234174,3025339149.351709,1634935485.0400002,1786151485.0400002,666251742.5200001,817467742.5200001,541007843.5834174,1239187664.311709,-427675898.9365827,270503921.7917087,238575843.5834172,1087971664.3117087,-730107898.9365829,119287921.7917086,6
Indonesia,IDN,Men,2019,40.194978250000005,18.40091425,4.35245725,34.98502365,31.861741100000003,Indonesia,Upper middle income,225000000,276400000,"Nursing and midwifery personnel (per 10,000)",Indonesia,2022.0,South-East Asia,41.73,"Pharmacists  (per 10,000)",Indonesia,2022.0,South-East Asia,1.16,Community Health Workers (number),Indonesia,2022.0,South-East Asia,503208.0,Physician per 1000,Indonesia,2021.0,6.949999999999999,18.20578871201158,68.04578871201157,7.396243480588652,1.7494692449780482,14.06222264687486,38.445509005021954,61.09578871201157,68.04578871201157,90438701.0625,1085264412.7500002,542632206.3750001,271316103.18750006,62549999.99999999,31275000.0,549862098.4081041,274931049.20405203,612412098.4081042,306206049.2040521,1022714412.7500002,1053989412.7500002,535402314.3418962,810333363.5459483,472852314.34189606,779058363.5459481,480082206.3750001,511357206.3750001,208766103.1875001,240041103.1875001,-7229892.033103943,267701157.1709481,-278545995.220604,-3614946.016551971,-69779892.03310406,236426157.17094803,-341095995.2206041,-34889946.01655203,6
Guatemala,GTM,Men,2019,32.04550455,35.3728624,18.6879981,55.59299355,16.6036845,Guatemala,Upper middle income,10200000,19400000,"Nursing and midwifery personnel (per 10,000)",Guatemala,2020.0,Americas,23.08,"Pharmacists  (per 10,000)",Guatemala,2020.0,Americas,1.22,Community Health Workers (number),Guatemala,2020.0,Americas,225.0,Physician per 1000,Guatemala,2020.0,12.8,0.1159793814432989,37.21597938144329,11.33541222985724,5.988663281439414,17.815055277546456,26.056841268560586,24.415979381443297,37.21597938144329,3268641.4640999995,39223697.5692,19611848.7846,9805924.3923,5222400.0,2611200.0,9961719.587628866,4980859.793814433,15184119.587628866,7592059.793814433,34001297.569199994,36612497.5692,29261977.98157113,34242837.77538556,24039577.98157113,31631637.77538556,14389448.784599995,17000648.784599997,4583524.392299999,7194724.392299999,9650129.196971131,14630988.990785563,-155795.19532886706,4825064.598485566,4427729.196971132,12019788.990785563,-5378195.195328867,2213864.5984855657,4
Iran,IRN,Men,2019,26.2215842,47.7693152,24.19102465,59.1061551,10.3658521,Iran,Upper middle income,63000000,88500000,"Nursing and midwifery personnel (per 10,000)",Iran (Islamic Republic of),2018.0,Eastern Mediterranean,19.84,"Pharmacists  (per 10,000)",Iran (Islamic Republic of),2018.0,Eastern Mediterranean,2.8,Community Health Workers (number),Iran (Islamic Republic of),2016.0,Eastern Mediterranean,30000.0,Physician per 1000,Iran,2018.0,15.14,3.389830508474576,41.169830508474575,12.5258712069314,6.343269897442505,15.498570226929091,19.87831430255749,26.02983050847457,41.169830508474575,16519598.045999998,198235176.552,99117588.276,49558794.138,38152800.0,19076400.0,65595172.881355934,32797586.440677967,103747972.88135594,51873986.44067797,160082376.552,179158776.552,132640003.67064404,165437590.11132202,94487203.67064404,146361190.11132202,60964788.27599999,80041188.276,11405994.137999997,30482394.138,33522415.39464406,66320001.83532202,-16036378.743355935,16761207.69732203,-4630384.605355948,47243601.83532202,-54189178.743355945,-2315192.302677974,5
Ireland,IRL,Men,2019,32.40681055,41.3464013,24.34856355,50.87321715,14.982359249999998,Ireland,High income,3900000,5300000,"Nursing and midwifery personnel (per 10,000)",Ireland,2022.0,Europe,143.4,"Pharmacists  (per 10,000)",Ireland,2022.0,Europe,11.38,,,,,,Physician per 1000,Ireland,2021.0,40.620000000000005,0.0,195.4,13.399049938533738,7.890592861294852,16.486387102490607,24.516217688705144,154.78,195.4,1263865.6114499995,15166387.337399997,7583193.668699998,3791596.834349999,6336720.000000001,3168360.0000000005,24145680.0,12072840.0,30482400.0,15241200.0,8829667.337399997,11998027.337399997,-8979292.662600003,3093547.337399997,-15316012.662600003,-74812.66260000318,1246473.6686999977,4414833.668699998,-2545123.1656500017,623236.8343499987,-16562486.331300002,-4489646.331300002,-20354083.165650003,-8281243.165650001,-22899206.3313,-7658006.331300002,-26690803.165650003,-11449603.16565,1
Israel,ISR,Men,2019,29.1460825,53.1238214,27.5479784,63.42048395,9.63440715,Israel,High income,8000000,9400000,"Nursing and midwifery personnel (per 10,000)",Israel,2022.0,Europe,58.64,"Pharmacists  (per 10,000)",Israel,2022.0,Europe,7.52,Community Health Workers (number),Israel,2022.0,Europe,300.0,Physician per 1000,Israel,2021.0,36.54,0.3191489361702128,103.0191489361702,15.483512812396654,8.02915651154618,18.48458657396625,21.11692598845382,66.4791489361702,103.0191489361702,2331686.6,27980239.200000003,13990119.6,6995059.800000001,11692800.0,5846400.0,21273327.659574464,10636663.829787232,32966127.659574464,16483063.829787232,16287439.200000005,22133839.200000003,6706911.540425539,17343575.37021277,-4985888.459574461,11497175.370212773,2297319.600000001,8143719.6000000015,-4697740.199999999,1148659.8000000007,-7283208.0595744625,3353455.770212769,-14278267.859574463,-3641604.0297872312,-18976008.059574462,-2492944.2297872305,-25971067.859574463,-9488004.029787231,1
Italy,ITA,Men,2019,33.8734545,54.48597765,28.71224945,62.29045685,8.0613647,Italy,High income,52000000,58900000,"Nursing and midwifery personnel (per 10,000)",Italy,2022.0,Europe,77.1,"Pharmacists  (per 10,000)",Italy,2021.0,Europe,12.81,,,,,,Physician per 1000,Italy,2021.0,41.260000000000005,0.0,131.17,18.45628284815292,9.72583075337225,21.099929558926885,24.14762374662775,89.91,131.17,17614196.34,211370356.08,105685178.04,52842589.02,85820800.00000001,42910400.00000001,187012800.0,93506400.0,272833599.99999994,136416799.99999997,125549556.07999995,168459956.07999998,24357556.079999983,117863956.07999998,-61463243.91999996,74953556.08000001,19864378.039999977,62774778.039999984,-32978210.98000002,9932189.019999988,-81327621.96000001,12178778.039999992,-134170210.98,-40663810.98,-167148421.95999995,-30731621.95999998,-219991010.98,-83574210.97999997,1
Jamaica,JAM,Men,2019,46.1949059,50.46990069999999,18.7816556,63.9049838,17.5175949,Jamaica,Upper middle income,2000000,2700000,"Nursing and midwifery personnel (per 10,000)",Jamaica,2018.0,Americas,9.84,"Pharmacists  (per 10,000)",Jamaica,2018.0,Americas,0.16,Community Health Workers (number),Jamaica,2018.0,Americas,1106.0,Physician per 1000,Jamaica,2018.0,5.5,4.0962962962962965,19.59629629629629,23.31452313618844,8.67616813088208,29.520847131820247,37.51873776911792,14.096296296296297,19.59629629629629,923898.118,11086777.416,5543388.708000001,2771694.3540000003,440000.0,220000.0,1127703.7037037036,563851.8518518518,1567703.7037037036,783851.8518518518,10646777.416,10866777.416,9959073.712296298,10522925.564148149,9519073.712296298,10302925.564148149,5103388.708000001,5323388.708000001,2331694.3540000003,2551694.3540000003,4415685.004296297,4979536.856148149,1643990.6502962967,2207842.5021481486,3975685.004296297,4759536.856148149,1203990.6502962967,1987842.5021481488,3
Japan,JPN,Men,2019,31.38348335,48.53331435,27.201574150000003,67.32556455000001,11.926906,Japan,High income,108000000,124600000,"Nursing and midwifery personnel (per 10,000)",Japan,2020.0,Western Pacific,124.5,"Pharmacists  (per 10,000)",Japan,2020.0,Western Pacific,20.01,,,,,,Physician per 1000,Japan,2020.0,26.14,0.0,170.64999999999998,15.23144462823541,8.536801494303155,21.12910734084276,22.846681855696847,144.51,170.64999999999998,33894162.018,406729944.216,203364972.108,101682486.054,112924800.0,56462400.0,624283199.9999999,312141599.99999994,737207999.9999999,368604000.0,293805144.216,350267544.216,-217553255.78399992,94588344.21600002,-330478055.7839999,38125944.21600002,90440172.10799998,146902572.10799998,-11242313.94600001,45220086.05399999,-420918227.8919999,-108776627.89199996,-522600713.9459999,-210459113.94599995,-533843027.8919999,-165239027.89199996,-635525513.9459999,-266921513.94599995,1
Jordan,JOR,Men,2019,37.6576505,58.7266824,32.3068644,65.27025529999999,9.51454225,Jordan,Upper middle income,7400000,11200000,"Nursing and midwifery personnel (per 10,000)",Jordan,2019.0,Eastern Mediterranean,31.6,"Pharmacists  (per 10,000)",Jordan,2019.0,Eastern Mediterranean,9.85,,,,,,Physician per 1000,Jordan,2019.0,25.13,0.0,66.58,22.11508880843701,12.166006083260925,24.57924462133172,25.49164441673908,41.45,66.58,2786666.1370000006,33439993.64400001,16719996.822000004,8359998.411000002,7438480.0,3719240.0,12269200.0,6134600.0,19707680.0,9853840.0,26001513.64400001,29720753.64400001,21170793.64400001,27305393.64400001,13732313.644000009,23586153.64400001,9281516.822000004,13000756.822000004,921518.4110000022,4640758.411000002,4450796.822000004,10585396.822000004,-3909201.588999998,2225398.411000002,-2987683.177999996,6866156.822000004,-11347681.588999998,-1493841.5889999978,4
Kazakhstan,KAZ,Men,2019,41.709928000000005,69.9888455,29.92786895,83.34183145,10.4632707,Kazakhstan,Upper middle income,13500000,20300000,"Nursing and midwifery personnel (per 10,000)",Kazakhstan,2020.0,Europe,69.39,"Pharmacists  (per 10,000)",Kazakhstan,2020.0,Europe,3.37,,,,,,Physician per 1000,Kazakhstan,2020.0,40.28,0.0,113.04,29.19229706608124,12.482892590979356,34.76181789167636,29.22703540902065,72.76,113.04,5630840.280000001,67570083.36000001,33785041.68000001,16892520.840000004,21751200.0,10875599.999999998,39290400.00000001,19645200.000000004,61041600.0,30520800.0,45818883.360000014,56694483.360000014,28279683.360000007,47924883.360000014,6528483.360000014,37049283.360000014,12033841.68000001,22909441.680000007,-4858679.159999993,6016920.840000005,-5505358.32,14139841.680000003,-22397879.160000004,-2752679.16,-27256558.32,3264241.680000007,-44149079.16,-13628279.159999996,3
Kenya,KEN,Men,2019,33.05709,15.195311450000002,6.084627349999999,38.5153457,28.313375,Kenya,Lower middle income,29000000,56600000,"Nursing and midwifery personnel (per 10,000)",Kenya,2022.0,Africa,6.44,"Pharmacists  (per 10,000)",Kenya,2022.0,Africa,0.16,Community Health Workers (number),Kenya,2022.0,Africa,86423.0,Physician per 1000,Kenya,2021.0,2.26,15.269081272084806,24.129081272084807,5.023127781806806,2.011400739254115,12.732052491860127,31.04568926074589,21.86908127208481,24.129081272084807,9586556.1,115038673.20000002,57519336.60000001,28759668.300000004,2621600.0000000005,1310800.0000000002,25368134.27561837,12684067.137809187,27989734.27561837,13994867.137809187,112417073.20000002,113727873.20000002,89670538.92438164,102354606.06219085,87048938.92438164,101043806.06219085,54897736.60000001,56208536.60000001,26138068.300000004,27448868.300000004,32151202.324381635,44835269.46219082,3391534.02438163,16075601.162190815,29529602.324381635,43524469.46219082,769934.0243816301,14764801.162190815,5
Kiribati,KIR,Men,2019,42.1130322,15.29501015,6.47334145,33.38878815,28.73011345,Kiribati,Lower middle income,100000,125000,"Nursing and midwifery personnel (per 10,000)",Kiribati,2018.0,Western Pacific,36.22,"Pharmacists  (per 10,000)",Kiribati,2016.0,Western Pacific,0.25,,,,,,Physician per 1000,Kiribati,2013.0,1.94,0.0,38.41,6.441192549462768,2.726120369254448,14.061031104799284,39.386911830745554,36.47,38.41,42113.0322,505356.3864,252678.1932,126339.0966,7759.999999999999,3880.0,145880.0,72940.0,153640.0,76820.0,497596.3864,501476.3864,359476.3864,432416.3864,351716.3864,428536.3864,244918.1932,248798.1932,118579.0966,122459.0966,106798.19319999998,179738.19319999998,-19540.90340000001,53399.09659999999,99038.19319999998,175858.19319999998,-27300.90340000001,49519.09659999999,2
Iraq,IRQ,Men,2019,48.0911055,43.4933946,13.22608315,61.24221215000001,17.11501655,Iraq,Upper middle income,29000000,44800000,"Nursing and midwifery personnel (per 10,000)",Iraq,2022.0,Eastern Mediterranean,26.23,"Pharmacists  (per 10,000)",Iraq,2022.0,Eastern Mediterranean,6.13,,,,,,Physician per 1000,Iraq,2020.0,9.13,0.0,41.49,20.916454282617305,6.360569601184223,29.45205685559032,41.73053589881577,32.36,41.49,13946420.595,167357047.14000002,83678523.57000001,41839261.785,10590800.000000002,5295400.000000001,37537600.0,18768800.0,48128400.0,24064200.0,156766247.14000002,162061647.14000002,129819447.14000002,148588247.14000002,119228647.14000002,143292847.14000002,73087723.57000001,78383123.57000001,31248461.785000004,36543861.785,46140923.57000001,64909723.57000001,4301661.785000004,23070461.785000004,35550123.57000001,59614323.57000001,-6289138.214999996,17775061.785000004,6
Grenada,GRD,Men,2019,46.5786016,47.5263976,19.2537747,63.19029485000001,16.765851100000003,Grenada,Upper middle income,80000,125000,"Nursing and midwifery personnel (per 10,000)",Grenada,2018.0,Americas,57.47,"Pharmacists  (per 10,000)",Grenada,2016.0,Americas,6.25,Community Health Workers (number),Grenada,2003.0,Americas,45.0,Physician per 1000,Grenada,2018.0,13.14,3.6,80.46,22.13713139293596,8.968139010474596,29.433155688046824,37.610462589525405,67.32,80.46,37262.88128,447154.57536,223577.28768,111788.64384,42048.0,21024.0,215424.0,107712.0,257472.0,128736.0,405106.57536,426130.57536,231730.57536000005,339442.57536,189682.57536000005,318418.57536,181529.28768,202553.28768,69740.64384,90764.64384,8153.287680000038,115865.28768000002,-103635.35615999997,4076.643840000019,-33894.71231999996,94841.28768000002,-145683.35615999997,-16947.35615999998,2
Greenland,GRL,Men,2019,33.1115602,42.35776105,24.4708233,54.62200214999999,14.70686805,Greenland,High income,46000,56000,,,,,0.0,,,,,0.0,,,,,,Physician per 1000,Greenland,1980.0,11.35,0.0,11.35,14.025315549442904,8.102671388415127,18.08619712434254,25.008888811584875,0.0,11.35,15231.317692,182775.812304,91387.906152,45693.953076000005,20884.0,10442.0,0.0,0.0,20884.0,10442.0,161891.81230400002,172333.81230400002,182775.812304,182775.812304,161891.81230400002,172333.81230400002,70503.90615200001,80945.90615200001,24809.953076000005,35251.953076000005,91387.906152,91387.906152,45693.953076000005,45693.953076000005,70503.90615200001,80945.90615200001,24809.953076000005,35251.953076000005,2
Greece,GRC,Men,2019,31.3386222,61.277050200000005,34.0236735,64.79179049999999,7.78214145,Greece,High income,8500000,10200000,"Nursing and midwifery personnel (per 10,000)",Greece,2021.0,Europe,40.86,"Pharmacists  (per 10,000)",Greece,2021.0,Europe,10.93,Community Health Workers (number),Greece,2011.0,Europe,260.0,Physician per 1000,Greece,2020.0,63.06,0.2549019607843137,115.1049019607843,19.203383257482347,10.662550496726515,20.304854441410487,20.67607170327348,52.04490196078432,115.1049019607843,2663782.887,31965394.644,15982697.322,7991348.661,21440400.0,10720200.0,17695266.666666668,8847633.333333334,39135666.66666666,19567833.33333333,10524994.644,21245194.644,14270127.977333331,23117761.310666665,-7170272.022666663,12397561.31066667,-5457702.677999999,5262497.322000001,-13449051.339,-2728851.339,-1712569.3446666673,7135063.988666667,-9703918.005666668,-856284.6723333336,-23152969.344666664,-3585136.0113333315,-31144318.005666666,-11576484.672333332,1
Denmark,DNK,Men,2019,35.93624875,26.18772805,9.515526,56.1177302,22.33679845,Denmark,High income,5200000,5900000,"Nursing and midwifery personnel (per 10,000)",Denmark,2020.0,Europe,106.4,"Pharmacists  (per 10,000)",Denmark,2020.0,Europe,5.56,,,,,,Physician per 1000,Denmark,2019.0,42.64,0.0,154.60000000000002,9.410887094021524,3.419523093230924,20.16660711752587,32.51672565676908,111.96,154.60000000000002,1868684.935,22424219.22,11212109.61,5606054.805,8869120.0,4434560.0,23287680.0,11643840.0,32156800.000000007,16078400.000000004,13555099.22,17989659.22,-863460.7800000012,10780379.22,-9732580.780000009,6345819.219999995,2342989.6099999994,6777549.609999999,-3263065.1950000003,1171494.8049999997,-12075570.39,-431730.3900000006,-17681625.195,-6037785.195,-20944690.390000008,-4866290.390000004,-26550745.195000008,-10472345.195000004,1
Djibouti,DJI,Men,2019,34.253712050000004,24.50727955,11.2024224,40.2022251,25.8683149,Djibouti,Lower middle income,680000,1100000,"Nursing and midwifery personnel (per 10,000)",Djibouti,2014.0,Eastern Mediterranean,6.62,"Pharmacists  (per 10,000)",Djibouti,2014.0,Eastern Mediterranean,2.12,,,,,,Physician per 1000,Djibouti,2014.0,2.03,0.0,10.77,8.394652968345536,3.8372455115207,13.770754423446826,30.416466538479305,8.74,10.77,232925.24194,2795102.90328,1397551.45164,698775.72582,55216.000000000015,27608.000000000007,237728.0000000001,118864.00000000004,292944.0,146472.0,2739886.90328,2767494.90328,2557374.90328,2676238.90328,2502158.90328,2648630.90328,1342335.45164,1369943.45164,643559.72582,671167.72582,1159823.45164,1278687.45164,461047.72582,579911.72582,1104607.45164,1251079.45164,405831.7258200001,552303.72582,3
Dominica,DMA,Men,2019,47.68169065,45.34633415,17.52197445,57.43543184999999,20.40820555,Dominica,Upper middle income,60000,73000,"Nursing and midwifery personnel (per 10,000)",Dominica,2018.0,Americas,65.11,"Pharmacists  (per 10,000)",Dominica,2001.0,Americas,2.64,,,,,,Physician per 1000,Dominica,2018.0,11.16,0.0,78.91,21.62189877051831,8.354773653021038,27.38618493820857,39.326916996978966,67.75,78.91,28609.01439,343308.17268,171654.08633999998,85827.04316999999,26784.0,13391.999999999998,162600.0,81300.0,189384.0,94692.0,316524.17268,329916.17268,180708.17268,262008.17268,153924.17267999996,248616.17268,144870.08633999998,158262.08633999998,59043.04316999999,72435.04316999999,9054.08633999998,90354.08633999998,-76772.95683000001,4527.04316999999,-17729.91366000002,76962.08633999998,-103556.95683,-8864.95683000001,2
Dominican Republic,DOM,Men,2019,49.0781107,53.28255215,21.4873525,67.5506488,20.5040431,Dominican Republic,Upper middle income,6700000,11100000,"Nursing and midwifery personnel (per 10,000)",Dominican Republic,2022.0,Americas,20.78,"Pharmacists  (per 10,000)",Dominican Republic,2022.0,Americas,1.52,Community Health Workers (number),Dominican Republic,2019.0,Americas,2726.0,Physician per 1000,Dominican Republic,2019.0,14.33,2.455855855855856,39.08585585585586,26.150069927962228,10.545586646449216,33.15258219663222,38.53252405355078,24.755855855855856,39.08585585585586,3288233.4169,39458801.0028,19729400.5014,9864700.2507,3840440.0,1920220.0,6634569.36936937,3317284.684684685,10475009.369369373,5237504.684684686,35618361.0028,37538581.0028,32824231.63343064,36141516.31811532,28983791.63343063,34221296.31811532,15888960.5014,17809180.5014,6024260.250700001,7944480.250700001,13094831.132030632,16412115.816715317,3230130.8813306307,6547415.566015316,9254391.132030629,14491895.816715317,-610309.118669372,4627195.566015314,4
DR Congo,COD,Men,2019,34.23288805,25.96448775,11.52296415,39.2678409,29.40226695,DR Congo,Low income,60000000,105000000,"Nursing and midwifery personnel (per 10,000)",Democratic Republic of the Congo,2022.0,Africa,11.91,"Pharmacists  (per 10,000)",Democratic Republic of the Congo,2022.0,Africa,0.081,,,,,,Physician per 1000,Democratic Republic of Congo,2018.0,3.62,0.0,15.611,8.888394024213461,3.9446434175111342,13.442516014949112,30.288244632488865,11.991,15.611,20539732.83,246476793.96,123238396.98,61619198.49,8688000.0,4344000.0,28778400.0,14389200.0,37466400.0,18733200.0,237788793.96,242132793.96,217698393.96,232087593.96,209010393.96,227743593.96,114550396.98,118894396.98,52931198.49,57275198.49,94459996.98,108849196.98,32840798.489999995,47229998.49,85771996.97999999,104505196.98,24152798.489999995,42885998.49,6
Ecuador,ECU,Men,2019,27.1541934,50.1275047,29.14495035,62.61485305000001,13.2295775,Ecuador,Upper middle income,11200000,18200000,"Nursing and midwifery personnel (per 10,000)",Ecuador,2018.0,Americas,25.16,"Pharmacists  (per 10,000)",Ecuador,2015.0,Americas,0.42,Community Health Workers (number),Ecuador,2015.0,Americas,1054.0,Physician per 1000,Ecuador,2017.0,22.32,0.5791208791208792,48.479120879120885,13.61171957283209,7.914076184372975,17.0025582943228,19.240117215627023,26.15912087912088,48.479120879120885,3041269.6608,36495235.9296,18247617.9648,9123808.9824,9999360.0,4999680.0,11719286.153846154,5859643.076923077,21718646.153846152,10859323.076923076,26495875.9296,31495555.9296,24775949.77575385,30635592.852676924,14776589.775753848,25635912.852676924,8248257.9648,13247937.9648,-875551.0175999999,4124128.9824,6528331.810953846,12387974.887876924,-2595477.171446154,3264165.905476923,-3471028.189046152,7388294.887876924,-12594837.171446152,-1735514.094523076,4
Egypt,EGY,Men,2019,38.1484245,43.39694425,18.5156476,52.62147695,15.4085606,Egypt,Lower middle income,73000000,110600000,"Nursing and midwifery personnel (per 10,000)",Egypt,2018.0,Eastern Mediterranean,18.27,"Pharmacists  (per 10,000)",Egypt,2018.0,Eastern Mediterranean,4.34,Community Health Workers (number),Egypt,2018.0,Eastern Mediterranean,963.0,Physician per 1000,Egypt,2019.0,7.09,0.0870705244122965,29.787070524412297,16.55525051251834,7.06342784537206,20.07426440505565,31.084996654627936,22.697070524412297,29.787070524412297,27848349.885,334180198.62,167090099.31,83545049.655,20702800.0,10351400.0,66275445.93128391,33137722.96564196,86978245.9312839,43489122.96564195,313477398.62,323828798.62,267904752.6887161,301042475.654358,247201952.6887161,290691075.654358,146387299.31,156738699.31,62842249.655,73193649.655,100814653.3787161,133952376.34435806,17269603.723716095,50407326.68935805,80111853.3787161,123600976.34435806,-3433196.276283905,40055926.68935805,6
El Salvador,SLV,Men,2019,32.4938434,60.8063233,37.45431845,71.38068175000001,10.8648898,El Salvador,Upper middle income,4100000,6500000,"Nursing and midwifery personnel (per 10,000)",El Salvador,2022.0,Americas,21.6,"Pharmacists  (per 10,000)",El Salvador,2022.0,Americas,1.24,Community Health Workers (number),El Salvador,2022.0,Americas,3059.0,Physician per 1000,El Salvador,2021.0,29.13,4.706153846153846,56.67615384615385,19.75831147039971,12.170347583680307,23.194326945697384,20.32349581631969,27.54615384615385,56.67615384615385,1332247.5794000002,15986970.952800002,7993485.476400001,3996742.738200001,4777320.0,2388660.0,4517569.230769231,2258784.6153846155,9294889.23076923,4647444.615384615,11209650.952800002,13598310.952800002,11469401.72203077,13728186.337415386,6692081.722030772,11339526.337415386,3216165.476400001,5604825.476400001,-780577.2617999995,1608082.7382000005,3475916.24563077,5734700.861015385,-520826.4925692305,1737958.122815385,-1301403.754369229,3346040.861015386,-5298146.49256923,-650701.8771846145,3
Equatorial Guinea,GNQ,Men,2019,38.20947745,26.321119,11.4375512,41.3478602,29.92202905,Equatorial Guinea,Upper middle income,980000,1700000,"Nursing and midwifery personnel (per 10,000)",Equatorial Guinea,2022.0,Africa,8.35,"Pharmacists  (per 10,000)",Equatorial Guinea,2022.0,Africa,0.084,Community Health Workers (number),Equatorial Guinea,2022.0,Africa,146.0,Physician per 1000,Equatorial Guinea,2017.0,3.5,0.8588235294117647,12.792823529411764,10.057162028892666,4.370228546596205,15.798801319176526,33.8392489034038,9.292823529411764,12.792823529411764,374452.87901,4493434.54812,2246717.27406,1123358.63703,137200.0,68600.0,364278.6823529413,182139.34117647065,501478.6823529413,250739.34117647065,4356234.54812,4424834.54812,4129155.865767059,4311295.20694353,3991955.865767059,4242695.20694353,2109517.27406,2178117.27406,986158.63703,1054758.63703,1882438.591707059,2064577.9328835288,759079.9546770588,941219.2958535296,1745238.591707059,1995977.9328835288,621879.9546770588,872619.2958535295,3
Eritrea,ERI,Men,2019,23.56784895,24.04002425,12.52571545,38.0833708,20.72099605,Eritrea,Lower middle income,2400000,3600000,"Nursing and midwifery personnel (per 10,000)",Eritrea,2022.0,Africa,13.77,"Pharmacists  (per 10,000)",Eritrea,2022.0,Africa,0.54,Community Health Workers (number),Eritrea,2022.0,Africa,2626.0,Physician per 1000,Eritrea,2020.0,0.8200000000000001,7.294444444444444,22.424444444444443,5.6657166027833705,2.9520416971628127,8.975431305212407,20.61580725283719,21.604444444444443,22.424444444444443,565628.3748,6787540.4976,3393770.2488,1696885.1244,78720.0,39360.0,2074026.666666667,1037013.3333333336,2152746.6666666665,1076373.3333333333,6708820.4976,6748180.4976,4713513.830933333,5750527.164266666,4634793.830933334,5711167.164266667,3315050.2488,3354410.2488,1618165.1244,1657525.1244,1319743.5821333332,2356756.9154666667,-377141.5422666669,659871.7910666666,1241023.5821333337,2317396.915466667,-455861.5422666664,620511.7910666668,3
